Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg
192.168.10.3-192.168.10.1-61394-53-17,192.168.10.3,61394,192.168.10.1,53,17,03-07-2017 13:57,441,1,1,34,109,34,34,34,0,109,109,109,0,324263.0385,4535.147392,441,0,441,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2267.573696,2267.573696,34,109,71.5,53.03300859,2812.5,0,0,0,0,0,0,0,0,1,71.5,34,109
192.168.10.3-192.168.10.1-61351-53-17,192.168.10.3,61351,192.168.10.1,53,17,03-07-2017 14:06,91638,1,1,45,128,45,45,45,0,128,128,128,0,1887.863114,21.82500709,91638,0,91638,91638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10.91250355,10.91250355,45,128,86.5,58.68986284,3444.5,0,0,0,0,0,0,0,0,1,86.5,45,128
192.168.10.14-31.13.71.36-49614-443-6,192.168.10.14,49614,31.13.71.36,443,6,03-07-2017 14:06,118164618,18,16,1503,5557,426,0,83.5,124.9655247,2820,0,347.3125,724.4877472,59.74715714,0.287734185,3580746,1.41E+07,5.85E+07,1,1.18E+08,6950859.882,1.93E+07,5.85E+07,76,1.18E+08,7872368.133,2.05E+07,5.85E+07,1,9,12,0,0,372,332,0.152329862,0.135404322,0,2820,207.6470588,514.2880859,264492.2353,0,2,0,21,33,0,0,0,0.888888889,207.6470588,83.5,347.3125
192.168.10.14-54.192.37.200-49650-443-6,192.168.10.14,49650,54.192.37.200,443,6,03-07-2017 14:06,117043868,14,13,824,4389,208,0,58.85714286,79.27348683,1460,0,337.6153846,530.6358667,44.53885615,0.230682739,4501687.231,1.58E+07,5.84E+07,4,1.17E+08,9003374.462,2.18E+07,5.85E+07,128,1.17E+08,9746941.333,2.27E+07,5.85E+07,4,7,8,0,0,292,272,0.119613272,0.111069467,0,1460,193.0740741,391.4659751,153245.6097,0,2,0,15,26,0,0,0,0.928571429,193.0740741,58.85714286,337.6153846
192.168.10.19-198.58.105.63-123-123-17,192.168.10.19,123,198.58.105.63,123,17,03-07-2017 14:07,68058710,2,2,96,96,48,48,48,0,48,48,48,0,2.821093729,0.058772786,2.27E+07,3.92E+07,6.79E+07,57937,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,16,16,0.029386393,0.029386393,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-91.189.89.199-123-123-17,192.168.10.19,123,91.189.89.199,123,17,03-07-2017 14:07,64093926,2,2,96,96,48,48,48,0,48,48,48,0,2.995603671,0.06240841,2.14E+07,3.68E+07,6.39E+07,93950,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,0,0,0,0,16,16,0.031204205,0.031204205,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-208.75.89.4-123-123-17,192.168.10.19,123,208.75.89.4,123,17,03-07-2017 14:07,69078345,2,2,96,96,48,48,48,0,48,48,48,0,2.779452808,0.057905267,2.30E+07,3.97E+07,6.89E+07,78010,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,16,16,0.028952633,0.028952633,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-170.130.28.186-123-123-17,192.168.10.19,123,170.130.28.186,123,17,03-07-2017 14:07,69062697,2,2,96,96,48,48,48,0,48,48,48,0,2.780082568,0.057918387,2.30E+07,3.98E+07,6.89E+07,62553,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,16,16,0.028959193,0.028959193,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-66.228.48.38-123-123-17,192.168.10.19,123,66.228.48.38,123,17,03-07-2017 14:07,66057451,2,2,96,96,48,48,48,0,48,48,48,0,2.906560836,0.060553351,2.20E+07,3.80E+07,6.59E+07,57475,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,16,16,0.030276675,0.030276675,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-66.135.44.92-123-123-17,192.168.10.19,123,66.135.44.92,123,17,03-07-2017 14:07,68071458,2,2,96,96,48,48,48,0,48,48,48,0,2.820565412,0.058761779,2.27E+07,3.92E+07,6.79E+07,71499,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,16,16,0.02938089,0.02938089,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.14-52.55.138.44-49662-443-6,192.168.10.14,49662,52.55.138.44,443,6,03-07-2017 14:06,117337164,13,11,625,3672,206,0,48.07692308,71.00993069,1739,0,333.8181818,633.6760715,36.6209635,0.204538777,5101615.826,1.67E+07,5.83E+07,3,1.17E+08,9778097,2.26E+07,5.83E+07,187,1.17E+08,1.17E+07,2.45E+07,5.84E+07,3,6,6,0,0,272,232,0.110791837,0.093746939,0,1739,179.0416667,445.3844923,198367.346,0,2,0,12,23,0,0,0,0.846153846,179.0416667,48.07692308,333.8181818
192.168.10.25-192.168.10.255-138-138-17,192.168.10.25,138,192.168.10.255,138,17,03-07-2017 14:05,21,12,0,2592,0,216,216,216,0,0,0,0,0,1.23E+08,571428.5714,1.909090909,1.445997611,6,1,21,1.909090909,1.445997611,6,1,0,0,0,0,0,0,0,0,0,96,0,571428.5714,0,216,216,216,0,0,0,0,0,0,0,0,0,0,0,216,216,0
192.168.10.25-192.168.10.255-137-137-17,192.168.10.25,137,192.168.10.255,137,17,03-07-2017 14:04,18,12,0,600,0,50,50,50,0,0,0,0,0,3.33E+07,666666.6667,1.636363636,1.501514387,6,1,18,1.636363636,1.501514387,6,1,0,0,0,0,0,0,0,0,0,96,0,666666.6667,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,50,50,0
192.168.10.12-192.168.10.25-137-137-17,192.168.10.12,137,192.168.10.25,137,17,03-07-2017 14:04,3,2,0,124,0,62,62,62,0,0,0,0,0,4.13E+07,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,16,0,666666.6667,0,62,62,62,0,0,0,0,0,0,0,0,0,0,0,62,62,0
192.168.10.19-209.208.79.69-123-123-17,192.168.10.19,123,209.208.79.69,123,17,03-07-2017 14:07,67063143,2,2,96,96,48,48,48,0,48,48,48,0,2.862973482,0.059645281,2.24E+07,3.86E+07,6.69E+07,63044,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,16,16,0.02982264,0.02982264,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.17-45.76.92.117-123-123-17,192.168.10.17,123,45.76.92.117,123,17,03-07-2017 14:07,69112165,2,2,96,96,48,48,48,0,48,48,48,0,2.778092685,0.057876931,2.30E+07,3.97E+07,6.89E+07,111628,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,16,16,0.028938465,0.028938465,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.14-72.30.202.150-49692-443-6,192.168.10.14,49692,72.30.202.150,443,6,03-07-2017 14:06,117015578,15,16,1768,6997,1149,0,117.8666667,292.7619381,2100,0,437.3125,690.6059869,74.90455672,0.264921992,3900519.267,1.48E+07,5.84E+07,1,1.17E+08,8358255.571,2.11E+07,5.84E+07,74,1.17E+08,7795784.467,2.05E+07,5.84E+07,1,7,10,0,0,312,332,0.128188061,0.136733931,0,2100,282.7419355,552.0873704,304800.4645,0,2,0,17,30,0,0,0,1.066666667,282.7419355,117.8666667,437.3125
192.168.10.14-72.30.2.182-49697-443-6,192.168.10.14,49697,72.30.2.182,443,6,03-07-2017 14:06,117774384,18,17,1136,4965,308,0,63.11111111,95.50970932,1460,0,292.0588235,508.7723546,51.80243609,0.297178375,3463952.471,1.39E+07,5.85E+07,3,1.18E+08,6927904.941,1.93E+07,5.85E+07,18,1.18E+08,7356227.688,1.99E+07,5.85E+07,3,8,11,0,0,372,352,0.152834593,0.144343782,0,1460,174.3142857,373.966794,139851.163,0,2,0,19,34,0,0,0,0.944444444,174.3142857,63.11111111,292.0588235
192.168.10.14-172.217.12.166-49717-443-6,192.168.10.14,49717,172.217.12.166,443,6,03-07-2017 14:06,117277216,19,23,2382,15259,1755,0,125.3684211,398.7781631,2860,0,663.4347826,789.6137045,150.4213743,0.358125827,2860419.902,1.27E+07,5.83E+07,1,1.17E+08,6515400.889,1.88E+07,5.84E+07,119,1.17E+08,5326835.409,1.71E+07,5.83E+07,1,8,15,0,0,392,472,0.162009303,0.196116524,0,2860,420.0238095,691.2616069,477842.6092,0,2,0,23,41,0,0,0,1.210526316,420.0238095,125.3684211,663.4347826
192.168.10.17-38.88.18.251-123-123-17,192.168.10.17,123,38.88.18.251,123,17,03-07-2017 14:07,69088521,2,2,96,96,48,48,48,0,48,48,48,0,2.779043425,0.057896738,2.30E+07,3.97E+07,6.89E+07,88483,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,16,16,0.028948369,0.028948369,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.14-172.217.10.6-49762-443-6,192.168.10.14,49762,172.217.10.6,443,6,03-07-2017 14:06,117217406,36,56,1959,64767,1339,0,54.41666667,224.5422486,1532,0,1156.553571,546.125524,569.2499286,0.78486637,1288103.363,8597146.77,5.87E+07,1,1.17E+08,3349068.743,1.37E+07,5.88E+07,41,1.17E+08,2129642.073,1.10E+07,5.87E+07,1,8,16,0,0,732,1132,0.307121623,0.477744747,0,1532,725.2826087,701.5406331,492159.2599,0,2,0,24,91,0,0,0,1.555555556,725.2826087,54.41666667,1156.553571
192.168.10.14-192.168.10.3-49492-53-17,192.168.10.14,49492,192.168.10.3,53,17,03-07-2017 14:06,172,2,2,88,120,44,44,44,0,60,60,60,0,1209302.326,23255.81395,57.33333333,93.24340906,165,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,16,16,11627.90698,11627.90698,44,60,52,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,52,44,60
192.168.10.19-138.68.46.177-123-123-17,192.168.10.19,123,138.68.46.177,123,17,03-07-2017 14:07,69092724,2,2,96,96,48,48,48,0,48,48,48,0,2.778874372,0.057893216,2.30E+07,3.97E+07,6.89E+07,92751,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,16,16,0.028946608,0.028946608,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-45.76.92.117-123-123-17,192.168.10.19,123,45.76.92.117,123,17,03-07-2017 14:07,66111604,2,2,96,96,48,48,48,0,48,48,48,0,2.904180029,0.060503751,2.20E+07,3.80E+07,6.59E+07,111602,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,16,16,0.030251875,0.030251875,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.14-192.168.10.3-59364-53-17,192.168.10.14,59364,192.168.10.3,53,17,03-07-2017 14:06,203,2,2,86,338,43,43,43,0,169,169,169,0,2088669.951,19704.4335,67.66666667,110.2739014,195,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,16,16,9852.216749,9852.216749,43,169,106,72.74613392,5292,0,0,0,0,0,0,0,0,1,106,43,169
192.168.10.3-192.168.10.1-60148-53-17,192.168.10.3,60148,192.168.10.1,53,17,03-07-2017 14:06,33375,1,1,56,112,56,56,56,0,112,112,112,0,5033.707865,59.92509363,33375,0,33375,33375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,29.96254682,29.96254682,56,112,84,39.59797975,1568,0,0,0,0,0,0,0,0,1,84,56,112
192.168.10.14-192.168.10.3-123-123-17,192.168.10.14,123,192.168.10.3,123,17,03-07-2017 14:07,64000637,4,4,192,192,48,48,48,0,48,48,48,0,5.999940282,0.124998756,9142948.143,2.42E+07,6.40E+07,3,6.40E+07,2.13E+07,3.70E+07,6.40E+07,3,6.40E+07,2.13E+07,3.70E+07,6.40E+07,3,0,0,0,0,32,32,0.062499378,0.062499378,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-91.189.89.198-123-123-17,192.168.10.19,123,91.189.89.198,123,17,03-07-2017 14:07,67094169,2,2,96,96,48,48,48,0,48,48,48,0,2.861649572,0.059617699,2.24E+07,3.86E+07,6.69E+07,94117,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,16,16,0.02980885,0.02980885,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.14-192.168.10.3-64870-53-17,192.168.10.14,64870,192.168.10.3,53,17,03-07-2017 14:06,177,2,2,68,100,34,34,34,0,50,50,50,0,949152.5424,22598.87006,59,62.23343153,126,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,16,16,11299.43503,11299.43503,34,50,42,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,42,34,50
192.168.10.19-73.37.183.90-123-123-17,192.168.10.19,123,73.37.183.90,123,17,03-07-2017 14:07,67068512,2,2,96,96,48,48,48,0,48,48,48,0,2.862744293,0.059640506,2.24E+07,3.86E+07,6.69E+07,68643,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,16,16,0.029820253,0.029820253,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.3-192.168.10.1-60908-53-17,192.168.10.3,60908,192.168.10.1,53,17,03-07-2017 14:07,31493,1,1,58,218,58,58,58,0,218,218,218,0,8763.852285,63.50617598,31493,0,31493,31493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,31.75308799,31.75308799,58,218,138,113.137085,12800,0,0,0,0,0,0,0,0,1,138,58,218
192.168.10.19-64.6.144.6-123-123-17,192.168.10.19,123,64.6.144.6,123,17,03-07-2017 14:07,67000050,2,1,96,48,48,48,48,0,48,48,48,0,2.149252127,0.044776086,3.35E+07,4.73E+07,6.69E+07,67833,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,0,0,0,0,0,16,8,0.029850724,0.014925362,48,48,48,0,0,0,0,0,0,0,0,0,0,0.5,48,48,48
192.168.10.19-192.168.10.3-123-123-17,192.168.10.19,123,192.168.10.3,123,17,03-07-2017 14:07,69000208,4,4,192,192,48,48,48,0,48,48,48,0,5.565200615,0.115941679,9857172.571,2.61E+07,6.90E+07,4,6.90E+07,2.30E+07,3.98E+07,6.90E+07,4,6.90E+07,2.30E+07,3.98E+07,6.90E+07,48,0,0,0,0,32,32,0.05797084,0.05797084,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.9-192.168.10.3-123-123-17,192.168.10.9,123,192.168.10.3,123,17,03-07-2017 14:07,130,2,2,96,96,48,48,48,0,48,48,48,0,1476923.077,30769.23077,43.33333333,68.99516891,123,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,16,16,15384.61538,15384.61538,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.17-45.127.112.2-123-123-17,192.168.10.17,123,45.127.112.2,123,17,03-07-2017 14:07,69022277,2,2,96,96,48,48,48,0,48,48,48,0,2.781710606,0.057952304,2.30E+07,3.98E+07,6.90E+07,22246,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,16,16,0.028976152,0.028976152,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-69.164.202.202-123-123-17,192.168.10.19,123,69.164.202.202,123,17,03-07-2017 14:07,66057421,2,2,96,96,48,48,48,0,48,48,48,0,2.906562156,0.060553378,2.20E+07,3.80E+07,6.59E+07,57525,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,16,16,0.030276689,0.030276689,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.14-172.217.12.170-49787-443-6,192.168.10.14,49787,172.217.12.170,443,6,03-07-2017 14:06,117429926,32,40,925,39341,296,0,28.90625,67.84629658,1430,0,983.525,631.4967157,342.8938548,0.613131613,1653942.62,9711016.454,5.86E+07,0,1.17E+08,3788062.129,1.46E+07,5.87E+07,1,1.17E+08,3008805.333,1.30E+07,5.86E+07,1,8,18,0,0,748,812,0.272502939,0.340628674,0,1430,559.25,670.2560736,449243.2042,0,2,0,26,71,0,0,0,1.25,559.25,28.90625,983.525
192.168.10.3-192.168.10.1-62171-53-17,192.168.10.3,62171,192.168.10.1,53,17,03-07-2017 14:06,127071,1,1,66,237,66,66,66,0,237,237,237,0,2384.493708,15.7392324,127071,0,127071,127071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.869616199,7.869616199,66,237,151.5,120.9152596,14620.5,0,0,0,0,0,0,0,0,1,151.5,66,237
192.168.10.19-159.203.158.197-123-123-17,192.168.10.19,123,159.203.158.197,123,17,03-07-2017 14:07,67023468,2,2,96,96,48,48,48,0,48,48,48,0,2.864668238,0.059680588,2.23E+07,3.87E+07,6.70E+07,23493,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,16,16,0.029840294,0.029840294,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.16-172.217.9.228-58556-443-6,192.168.10.16,58556,172.217.9.228,443,6,03-07-2017 14:06,117636296,20,16,1003,4597,380,0,50.15,95.58422849,1418,0,287.3125,485.0100643,47.60435504,0.306027997,3361037.029,1.38E+07,5.90E+07,1,1.18E+08,6191384,1.84E+07,5.90E+07,1,1.18E+08,7839957.467,2.06E+07,5.90E+07,1,8,9,0,0,648,520,0.170015554,0.136012443,0,1418,155.5555556,346.4958004,120059.3397,0,2,0,17,35,0,0,0,0.8,155.5555556,50.15,287.3125
192.168.10.16-31.13.71.36-46650-443-6,192.168.10.16,46650,31.13.71.36,443,6,03-07-2017 14:06,117952042,19,15,3430,4231,2497,0,180.5263158,567.852423,1398,0,282.0666667,487.606174,64.95012609,0.288252746,3574304.303,1.42E+07,5.90E+07,3,1.18E+08,6552891.222,1.90E+07,5.90E+07,3,1.18E+08,8423022.143,2.13E+07,5.90E+07,4,8,8,0,0,616,488,0.161082417,0.127170329,0,2497,225.3235294,528.5565662,279372.0437,0,2,0,16,33,0,0,0,0.789473684,225.3235294,180.5263158,282.0666667
192.168.10.16-209.85.144.156-40358-443-6,192.168.10.16,40358,209.85.144.156,443,6,03-07-2017 14:06,118026754,22,20,1245,5319,418,0,56.59090909,100.379119,1418,0,265.95,450.9289213,55.61450923,0.355851522,2878701.317,1.28E+07,5.89E+07,1,1.18E+08,5620321.619,1.76E+07,5.89E+07,1,1.18E+08,6209384.474,1.85E+07,5.90E+07,1,10,13,0,0,712,648,0.186398416,0.169453106,0,1418,156.2857143,332.5504022,110589.77,0,2,0,23,41,0,0,0,0.909090909,156.2857143,56.59090909,265.95
192.168.10.16-172.217.11.2-54528-443-6,192.168.10.16,54528,172.217.11.2,443,6,03-07-2017 14:06,118334994,17,13,590,4287,204,0,34.70588235,62.26632788,1418,0,329.7692308,543.20103,41.21350612,0.253517569,4080517.034,1.52E+07,5.90E+07,1,1.18E+08,7395937.125,2.01E+07,5.90E+07,1,1.18E+08,9858182.417,2.29E+07,5.90E+07,1,6,7,0,0,552,424,0.143659956,0.109857613,0,1418,162.5666667,382.5595003,146351.7713,0,2,0,13,29,0,0,0,0.764705882,162.5666667,34.70588235,329.7692308
192.168.10.16-172.217.11.35-52646-443-6,192.168.10.16,52646,172.217.11.35,443,6,03-07-2017 14:06,118029769,20,18,1035,5168,413,0,51.75,101.5971793,1418,0,287.1111111,510.4987053,52.55453817,0.321952676,3189993.757,1.35E+07,5.89E+07,1,1.18E+08,6212093.105,1.85E+07,5.89E+07,1,1.18E+08,6940782.294,1.95E+07,5.90E+07,3,8,11,0,0,660,584,0.169448777,0.152503899,0,1418,163.2368421,373.1264139,139223.3208,0,2,0,19,37,0,0,0,0.9,163.2368421,51.75,287.1111111
192.168.10.50-192.168.10.3-56772-3268-6,192.168.10.50,56772,192.168.10.3,3268,6,03-07-2017 14:06,83359194,20,10,4022,720,403,0,201.1,206.3275118,72,72,72,0,56.88634657,0.359888317,2874454.966,8244376.592,3.03E+07,1,8.34E+07,4387326,9936020.781,3.03E+07,1,8.34E+07,9262088.556,1.31E+07,3.03E+07,3,10,10,0,0,640,320,0.239925544,0.119962772,0,403,158.0666667,178.10902,31722.82299,0,0,0,20,30,0,0,0,0.5,158.0666667,201.1,72
192.168.10.50-192.168.10.3-55726-389-6,192.168.10.50,55726,192.168.10.3,389,6,03-07-2017 14:06,83359143,20,10,4022,3160,403,0,201.1,206.3275118,316,316,316,0,86.1573157,0.359888537,2874453.207,8244398.216,3.03E+07,3,8.34E+07,4387323.316,9936049.122,3.03E+07,3,8.34E+07,9262086.667,1.31E+07,3.03E+07,3,10,10,0,0,640,320,0.239925691,0.119962846,0,403,239.4,175.8587992,30926.31724,0,0,0,20,30,0,0,0,0.5,239.4,201.1,316
192.168.10.50-192.168.10.255-8612-8612-17,192.168.10.50,8612,192.168.10.255,8612,17,03-07-2017 13:58,21934162,46,0,736,0,16,16,16,0,0,0,0,0,33.55496326,2.097185204,487425.8222,3266642.184,2.19E+07,1,2.19E+07,487425.8222,3266642.184,2.19E+07,1,0,0,0,0,0,0,0,0,0,368,0,2.097185204,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,16,16,0
192.168.10.50-192.168.10.255-8612-8610-17,192.168.10.50,8612,192.168.10.255,8610,17,03-07-2017 13:58,21934160,46,0,736,0,16,16,16,0,0,0,0,0,33.55496632,2.097185395,487425.7778,3266642.954,2.19E+07,1,2.19E+07,487425.7778,3266642.954,2.19E+07,1,0,0,0,0,0,0,0,0,0,368,0,2.097185395,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,16,16,0
192.168.10.3-192.168.10.1-61196-53-17,192.168.10.3,61196,192.168.10.1,53,17,03-07-2017 14:06,31006,1,1,54,110,54,54,54,0,110,110,110,0,5289.298845,64.50364446,31006,0,31006,31006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,32.25182223,32.25182223,54,110,82,39.59797975,1568,0,0,0,0,0,0,0,0,1,82,54,110
192.168.10.50-224.0.0.251-5353-5353-17,192.168.10.50,5353,224.0.0.251,5353,17,03-07-2017 14:06,14,12,0,540,0,45,45,45,0,0,0,0,0,3.86E+07,857142.8571,1.272727273,0.904534034,4,1,14,1.272727273,0.904534034,4,1,0,0,0,0,0,0,0,0,0,96,0,857142.8571,0,45,45,45,0,0,0,0,0,0,0,0,0,0,0,45,45,0
192.168.10.16-192.168.10.255-137-137-17,192.168.10.16,137,192.168.10.255,137,17,03-07-2017 14:04,4014225,252,0,16920,0,68,50,67.14285714,3.840887774,0,0,0,0,4215.010369,62.77675018,15992.92829,178336.4385,2002355,1,4014225,15992.92829,178336.4385,2002355,1,0,0,0,0,0,0,0,0,0,2016,0,62.77675018,0,50,68,67.14285714,3.840887774,14.7524189,0,0,0,0,0,0,0,0,0,67.14285714,67.14285714,0
192.168.10.12-192.168.10.16-137-137-17,192.168.10.12,137,192.168.10.16,137,17,03-07-2017 14:04,3,2,0,124,0,62,62,62,0,0,0,0,0,4.13E+07,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,16,0,666666.6667,0,62,62,62,0,0,0,0,0,0,0,0,0,0,0,62,62,0
192.168.10.14-104.16.26.235-49854-443-6,192.168.10.14,49854,104.16.26.235,443,6,03-07-2017 14:07,117132743,12,11,577,3850,191,0,48.08333333,67.17068941,1917,0,350,674.1292161,37.79472662,0.196358417,5324215.591,1.72E+07,5.87E+07,1,1.17E+08,1.06E+07,2.36E+07,5.87E+07,561,1.17E+08,1.17E+07,2.46E+07,5.88E+07,3,6,6,0,0,252,232,0.10244787,0.093910547,0,1917,192.4782609,482.2897912,232603.4427,0,2,0,12,22,0,0,0,0.916666667,192.4782609,48.08333333,350
192.168.10.16-108.174.11.1-37060-443-6,192.168.10.16,37060,108.174.11.1,443,6,03-07-2017 14:07,118182327,15,13,1009,4117,397,0,67.26666667,111.8375523,1534,0,316.6923077,563.3500073,43.37365941,0.236922057,4377123.222,1.57E+07,5.90E+07,3,1.18E+08,8441594.786,2.14E+07,5.90E+07,247,1.18E+08,9845394.417,2.30E+07,5.90E+07,3,7,9,0,0,488,424,0.12692253,0.109999526,0,1534,183.0714286,404.4537174,163582.8095,0,2,0,16,27,0,0,0,0.866666667,183.0714286,67.26666667,316.6923077
192.168.10.19-184.105.182.7-123-123-17,192.168.10.19,123,184.105.182.7,123,17,03-07-2017 14:07,67080671,2,2,96,96,48,48,48,0,48,48,48,0,2.862225394,0.059629696,2.24E+07,3.86E+07,6.69E+07,80690,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,16,16,0.029814848,0.029814848,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.12-54.192.37.61-40134-443-6,192.168.10.12,40134,54.192.37.61,443,6,03-07-2017 14:07,117997403,32,47,831,56949,213,0,25.96875,59.97606209,2896,0,1211.680851,587.7012368,489.6717939,0.66950626,1512787.218,9364791.904,5.90E+07,7,1.18E+08,3806367.839,1.47E+07,5.90E+07,46,1.18E+08,2564486.609,1.21E+07,5.90E+07,48,7,8,0,0,1032,1512,0.271192409,0.398313851,0,2896,731.3924051,740.4547878,548273.2928,0,2,0,15,78,0,0,0,1.46875,731.3924051,25.96875,1211.680851
